sampleID,read_count,"Bacteria,",p_NA,g_Actinobaculum,g_Actinomyces,g_Arcanobacterium,g_Mobiluncus,g_Varibaculum,g_Alloscardovia,g_Bifidobacterium,g_Gardnerella,Gardnerella_vaginalis,f_Corynebacteriaceae,g_Corynebacterium,g_Lawsonella,g_Rhodococcus,o_Micrococcales,g_Brevibacterium,g_Cellulomonas,g_Dermabacter,g_Leifsonia,g_Zimmermannella,g_Micrococcus,g_Rothia,g_Propionibacterium,g_Atopobium,Atopobium_deltae,Atopobium_minutum,Atopobium_parvulum,Atopobium_vaginae,g_Collinsella,g_Olsenella,g_Senegalimassilia,g_Slackia,o_Bacteroidales,g_Bacteroides,f_Porphyromonadaceae,g_Parabacteroides,g_Porphyromonas,g_Alloprevotella,g_Prevotella,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_nigrescens,Prevotella_timonensis,Prevotella_bergensis,Prevotella_corporis,Prevotella_salivae,Prevotella_denticola,Prevotella_histicola,Prevotella_melaninogenica,f_Prevotellaceae,g_Alistipes,g_Mucinivorans,f_Rikenellaceae,g_Bergeyella,c_Chloroplast,g_Mucispirillum,g_Bacillus,g_Gemella,g_Listeria,g_Staphylococcus,o_Lactobacillales,g_Aerococcus,g_Eremococcus,g_Facklamia,g_Globicatella,g_Granulicatella,g_Enterococcus,g_Lactobacillus,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_reuteri,g_Lactococcus,g_Streptococcus,o_Clostridiales,f_Family_XI,g_Anaerococcus,g_Ezakiella,g_Finegoldia,g_Gallicola,g_Helcococcus,g_Murdochiella,g_Parvimonas,g_Peptoniphilus,f_Family_XIII,f_Lachnospiraceae,g_Anaerostipes,g_Blautia,g_Coprococcus,g_Dorea,g_Fusicatenibacter,g_Howardella,g_Johnsonella,g_Lachnoclostridium,g_Lachnospira,g_Moryella,g_Oribacterium,g_Roseburia,g_Peptococcus,f_Peptostreptococcaceae,g_Filifactor,g_Intestinibacter,g_Peptoclostridium,g_Peptostreptococcus,f_Ruminococcaceae,g_Anaerotruncus,g_Butyricicoccus,g_Faecalibacterium,g_Fastidiosipila,g_Oscillibacter,g_Ruminiclostridium,g_Ruminococcus,g_Subdoligranulum,g_Bulleidia,f_Erysipelotrichaceae,g_Solobacterium,f_Veillonellaceae,g_Dialister,g_Megasphaera,g_Negativicoccus,g_Veillonella,g_Fusobacterium,g_Leptotrichia,g_Sneathia,Sneathia_amnii,Sneathia_sanguinegens,g_Bosea,g_Methylobacterium,f_Rhodospirillaceae,c_Betaproteobacteria,g_Parasutterella,g_Sutterella,g_Lautropia,g_Massilia,f_Neisseriaceae,g_Neisseria,g_Desulfovibrio,g_Campylobacter,g_Succinivibrio,f_Enterobacteriaceae,g_Enterobacter,g_Escherichia/Shigella,g_Salmonella,g_Actinobacillus,g_Aggregatibacter,g_Haemophilus,g_Acinetobacter,g_Enhydrobacter,g_Psychrobacter,g_Pseudomonas,g_Jonquetella,g_Mycoplasma,g_Ureaplasma,g_Akkermansia,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
subject_15_day12,6237,0,0,0,0,0,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,166,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,7,0,0,0,2670,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,72,348,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019684096420896275,0.03845829910903837,0.07656757549222094,0.518148698979092,0.6896695312956127,0.2628593206287244,0.5898609507353697,0.11995557725853417,0.024212995820381354,0.015608827007513374,0.0019867253153337153,0.13660051428698652,0.24560929442690801,III-B,0.6896695312956127,III
subject_15_day13,18004,0,0,0,0,0,0,0,0,0,0,9011,0,0,8,0,0,0,0,0,0,0,0,0,0,130,0,0,0,587,0,0,87,0,0,0,0,0,13,0,1049,2379,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,15,0,0,0,1041,0,0,0,0,0,0,10,17,28,0,0,0,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,5,0,0,0,211,1828,0,0,0,0,185,293,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0007208841178591057,0.01273403655922451,0.06105814138783326,0.05452978856993783,0.1343157323026057,0.3355022376264117,0.7310361231544207,0.05653140475237412,0.01704192527183927,0.01075234235645787,0.0018146710526068116,0.052332311611397564,0.08252648284450328,IV-B,0.7310361231544207,IV-B
subject_15_day14,16592,0,0,0,0,0,0,0,0,0,0,5473,0,0,13,0,0,0,0,0,0,0,0,0,0,135,0,0,0,519,0,0,65,0,0,0,0,0,30,0,1288,2733,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,1252,0,0,0,2,0,0,7,56,11,0,0,0,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,859,1904,0,0,0,0,179,295,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.000702616102704857,0.013486579853800994,0.052009846501792786,0.07768455405538575,0.15611585264177025,0.3413125686097842,0.6863895464382033,0.07785615570447481,0.015317859189103658,0.00973673432453041,0.0018387605566343597,0.05593350434675135,0.0870177683404115,IV-B,0.6863895464382033,IV-B
subject_15_day15,11042,0,0,0,0,0,0,0,0,0,0,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,248,0,0,23,0,0,0,0,0,0,0,1692,2038,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,604,0,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,374,1021,0,0,0,0,200,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005060026415698466,0.009771566622483505,0.03645975106715596,0.056158586332263914,0.11029052106800542,0.2596462664633444,0.4401122270814485,0.06043497270479845,0.010820385182354486,0.007026663970829122,0.001307883211997283,0.04063483376692303,0.06219096015897004,IV-B,0.4401122270814485,IV-B
subject_15_day16,11886,0,0,0,0,0,0,0,0,0,0,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,24,0,0,0,0,0,0,0,1159,1875,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,238,0,0,0,0,0,0,3,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102,0,0,0,0,0,0,0,0,298,633,0,0,0,0,250,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0004892989415219188,0.00861640190881672,0.04880830736639599,0.021666396398614667,0.08342685636681597,0.3003446011908907,0.6145251760578431,0.04894371163263291,0.013538028165130117,0.008425078309864827,0.0015539580781921982,0.038513434270080436,0.05818454664395975,IV-B,0.6145251760578431,IV-B
subject_15_day17,14442,0,0,0,4,0,0,0,0,0,0,9499,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,563,0,0,18,0,0,0,0,0,0,0,374,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,9,0,0,0,1214,0,0,0,0,0,0,10,0,19,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,182,960,0,0,0,0,83,105,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0.0008558335668217776,0.014382539803563596,0.06659487368793264,0.06963018423759591,0.15098582901520258,0.29380106441817205,0.663490844031564,0.04890794452102981,0.018570015219627044,0.011510467694668769,0.0019518598673331539,0.0549936327544652,0.08976660767172914,IV-B,0.663490844031564,IV-B
subject_15_day18,7262,0,0,0,0,0,0,0,0,0,0,4265,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,21,0,0,0,0,0,0,0,164,289,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,5,0,0,0,1037,0,0,0,0,0,0,0,0,22,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,204,430,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0.0010616098144298166,0.018881750856894752,0.07101156486085601,0.1271960038728306,0.2226588756091207,0.31857854905968314,0.7467168145251218,0.06513227017172313,0.020282294724862284,0.012769741495318933,0.002180438864884629,0.07085298823548294,0.11733798610512676,IV-B,0.7467168145251218,IV-B
subject_15_day19,17725,0,0,0,0,0,0,0,0,0,0,7906,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,71,0,0,0,0,0,0,0,1151,1259,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,4,0,0,0,2093,0,0,0,0,0,0,12,13,28,0,0,0,117,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,8,0,0,0,957,834,0,0,0,0,154,248,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0009507985436301186,0.017994461254547605,0.06623419068203411,0.11709202765670389,0.21655511772191616,0.3606391200144174,0.8581836096560116,0.08029174527378478,0.019099089510829614,0.012335119229034242,0.0022650387963362305,0.07188618302471031,0.11522898791524605,IV-B,0.8581836096560116,IV-B
subject_15_day20,8293,0,0,0,0,0,0,0,0,0,0,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,23,0,0,0,0,0,0,0,1254,926,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,12,0,0,0,627,0,0,0,0,0,0,0,0,7,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,428,462,0,0,0,0,136,179,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007040358940460891,0.01341762154720095,0.052140139187987655,0.07738941945391956,0.15486578659368197,0.32796436667436835,0.6636506854508935,0.07439158909979303,0.015156529290253113,0.009523190424570909,0.001870417614671001,0.05575787883822892,0.08699384657181114,IV-B,0.6636506854508935,IV-B
subject_15_day21,20200,0,0,0,5,0,0,0,0,0,0,9860,0,0,38,0,4,0,0,0,0,0,0,0,0,72,0,0,0,1167,0,0,69,0,0,0,0,0,0,0,1803,816,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,5,0,0,0,34,0,0,0,2248,5,0,0,0,0,0,11,0,45,0,0,0,103,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,379,2018,0,0,0,0,141,264,0,0,0,0,0,0,0,0,24,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0.0009389585703120481,0.017186748932639936,0.0663711638224561,0.10657721530664631,0.2018192274674899,0.35563962397403925,0.8002534584219636,0.07164046033178106,0.018941512570438492,0.012150913259874255,0.002119626366531058,0.0677619535251271,0.10965975218189374,IV-B,0.8002534584219636,IV-B
subject_15_day22,20680,0,0,0,4,0,0,0,0,0,0,11512,0,0,26,0,4,0,0,0,0,0,0,0,0,62,0,0,0,1382,0,0,50,0,0,0,0,0,21,0,1575,1065,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,24,0,0,0,1736,0,0,0,0,0,0,20,20,50,0,0,0,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,4,0,0,0,413,1159,0,0,0,0,188,269,0,0,0,0,0,0,3,0,18,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0008507430418773331,0.014948609389858576,0.06624476869065057,0.07595906181009673,0.16240839833437629,0.32995747867687397,0.7558422130350961,0.05867130112266126,0.01857345944362392,0.011699818089328932,0.0020282752877231057,0.05913401721631452,0.09502777828835235,IV-B,0.7558422130350961,IV-B
subject_15_day24,14179,0,0,0,0,0,0,0,0,0,6,4525,0,0,16,0,0,0,0,0,0,0,0,0,0,46,0,0,0,291,0,0,20,0,0,0,0,0,0,0,3134,1534,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,404,0,0,0,0,0,0,0,4,7,0,0,0,39,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,461,1412,0,0,0,0,203,267,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004757107719260613,0.008651753532035508,0.04365074323279698,0.02960670751548523,0.08721693657333034,0.30792074352805293,0.5509580217593393,0.05265903896459841,0.012362100150836554,0.007889533719143277,0.0014808328433824373,0.037829478242822796,0.05719193036279446,IV-B,0.5509580217593393,IV-B
subject_15_day25,19278,0,0,0,0,0,0,0,0,0,0,6117,0,0,5,0,0,0,0,0,0,0,0,0,0,62,0,0,0,602,0,0,44,0,3,0,0,0,13,0,3932,1851,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,1380,0,0,0,0,0,0,10,19,7,0,0,0,71,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0,0,0,6,0,0,0,695,1156,0,0,0,0,338,509,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0006634973319465462,0.012678291059699311,0.04918470967668155,0.07299649808452341,0.14558557665994062,0.31831265265033826,0.6112614219938544,0.07019977071666172,0.014254464862812751,0.009054358875293588,0.0016209802431900236,0.052738129498687336,0.08213501779900953,IV-B,0.6112614219938544,IV-B
subject_15_day26,18689,0,0,0,0,0,0,0,0,0,11,10051,0,0,16,0,0,0,0,0,0,0,0,0,0,65,0,0,0,513,0,0,51,0,0,0,0,0,3,0,1934,1282,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,19,0,0,0,873,0,0,0,0,0,0,9,16,46,0,0,0,111,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,6,0,0,0,208,1173,0,0,0,0,271,427,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0006975013708932443,0.011991930962254519,0.061668736761956396,0.04372227142798648,0.12155008210712928,0.32282334999186973,0.7075585583876606,0.05160460063721456,0.017059622533297666,0.0105802615526688,0.00182783313635558,0.04971225927999947,0.0780961644517595,IV-B,0.7075585583876606,IV-B
subject_15_day27,11829,0,0,0,0,0,0,0,0,0,0,3014,0,0,2,0,3,0,0,0,0,0,0,0,0,28,0,0,0,165,0,0,0,0,0,0,0,0,3,0,1989,2090,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,239,0,0,0,0,0,0,5,5,7,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,0,0,9,0,0,0,307,653,0,0,0,0,218,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003721091298979111,0.0067379467968861516,0.034861694667107396,0.021313999862145164,0.06642222399584925,0.2378801068369585,0.4110409918230652,0.043084131652204774,0.009937218495794908,0.0062004236121547835,0.0011875664074557008,0.029820817420223363,0.04459763699023191,IV-B,0.4110409918230652,IV-B
subject_15_day28,28707,3,0,0,0,0,0,0,0,0,0,14603,0,8,22,0,3,0,0,0,0,0,0,0,0,47,0,0,0,422,0,0,57,0,0,3,0,0,7,0,1526,3350,0,0,31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,29,0,0,0,0,0,0,0,0,0,666,0,0,0,8,0,0,16,15,71,0,0,0,92,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,25,0,0,0,64,1883,0,0,0,0,1695,2551,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,2,0,0.0005844453248983152,0.009979833396282334,0.05805943302998294,0.02404387991332349,0.09598096739711631,0.3137184977706009,0.6854151943168062,0.04741996195858331,0.016213837869624995,0.009803247511432616,0.0017510832847383233,0.043275128583998304,0.06686885598136516,IV-B,0.6854151943168062,IV-B
subject_15_day29,14127,0,0,0,0,0,0,0,0,0,0,7955,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,31,0,2,0,0,0,0,0,597,1501,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,10,0,0,0,212,0,0,0,0,0,0,0,9,20,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,13,0,0,5,81,653,0,0,0,0,955,1380,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0.0005789873802843468,0.009519020547019376,0.058907245001596435,0.016791287799030115,0.08789676767667134,0.2952988132143683,0.6502203549732812,0.0420226796436217,0.016043589174497275,0.009722191249848567,0.001666635671482874,0.04102317373611352,0.06379692127383842,IV-B,0.6502203549732812,IV-B
subject_15_day3,3616,0,0,0,6,0,0,0,0,0,0,1317,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,10,0,0,0,0,0,14,0,230,295,0,0,67,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,61,0,0,0,3,0,0,24,53,103,0,0,0,30,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,147,0,0,0,0,15,0,0,0,193,399,0,0,0,0,119,175,0,0,0,0,0,0,0,0,20,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0.0005610453203327955,0.009669908827206222,0.05207291190674482,0.01983509045831206,0.08613039809988404,0.35398492129077025,0.7359250865411535,0.0824111702570322,0.016527315581927687,0.009083876849877926,0.003092328535622262,0.041475942036040256,0.06092592306405419,IV-B,0.7359250865411535,IV-B
subject_15_day30,30271,0,0,0,0,0,0,0,0,0,6,9826,0,0,7,0,6,0,0,0,0,0,0,0,0,54,0,0,0,139,0,0,131,0,0,0,0,0,21,0,1810,3452,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,58,0,0,0,0,0,75,0,0,0,1204,9,0,0,15,0,0,26,38,28,0,0,0,90,42,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2701,0,0,0,0,22,0,0,0,268,1015,5,0,0,0,3822,5225,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,50,0,0.000537881009874542,0.009751541458786175,0.046094698105281696,0.04089764651792797,0.10328347680474985,0.27173032870838315,0.5608068392756232,0.056284571404280635,0.013547485564591026,0.00800533891985838,0.0015443080976172139,0.0423458126480375,0.06503089612461636,IV-B,0.5608068392756232,IV-B
subject_15_day31,29585,0,0,0,0,0,0,0,0,0,0,9228,0,0,21,0,0,0,0,0,0,0,0,0,0,56,0,0,0,150,0,0,102,0,0,0,0,0,45,0,3463,3186,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,11,0,0,0,0,0,5,0,0,0,743,0,0,0,8,0,0,38,96,22,0,0,0,93,36,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,0,0,29,0,0,3,845,1662,0,0,0,0,3140,4159,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0.000459018251197921,0.008429479650902998,0.04409172012558415,0.02703117378707583,0.08513144300414309,0.29198259972544177,0.568279019090694,0.056391089650143195,0.012790117665927045,0.007652777266060723,0.0015601568702077009,0.03792206905788666,0.05691987004366775,IV-B,0.568279019090694,IV-B
subject_15_day32,24256,0,0,0,0,0,0,0,0,0,0,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,115,0,0,90,0,10,4,0,0,41,0,2752,2994,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,30,0,0,0,357,0,0,0,0,0,0,14,6,4,0,0,0,104,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,20,0,0,0,805,1265,0,0,0,0,3466,4792,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0003483259792661261,0.00629157072598301,0.03440842146056468,0.016499237965455587,0.06081268015094089,0.23429523289787885,0.42035935099171223,0.04520989122816338,0.009795777034980442,0.006003211989019884,0.0012165796266984487,0.028647828406508164,0.042381568261943725,IV-B,0.42035935099171223,IV-B
subject_15_day33,23145,3,0,0,0,0,0,0,0,0,0,9332,0,0,0,0,3,0,0,0,0,0,0,0,0,79,0,0,0,219,0,0,183,0,7,0,0,0,126,0,2437,1453,0,0,95,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,6,0,0,0,0,0,17,0,0,0,154,0,0,0,0,0,0,9,0,12,0,0,0,150,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1146,0,0,0,0,16,0,0,0,756,1047,0,0,0,0,2416,3365,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0.0004546082383195447,0.00782880161624109,0.05006200838221675,0.009877547180196558,0.07136032082135921,0.30390718095119107,0.6324585176430098,0.04754321591817393,0.013804596663332535,0.008345000233028359,0.0016227322017871861,0.03622244631852328,0.05428851996495225,IV-B,0.6324585176430098,IV-B
subject_15_day34,28716,0,0,0,0,0,0,0,0,0,0,10585,0,0,15,0,0,0,0,0,0,0,0,0,0,126,0,0,0,407,0,0,360,0,89,0,0,0,605,0,3901,1853,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,11,0,0,0,0,0,18,0,0,0,149,0,0,0,0,0,0,0,18,12,0,0,0,135,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,1356,0,0,0,0,0,0,0,0,1029,1272,0,0,0,0,2610,3380,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,27,0,0.00042842648779098554,0.007464033460865431,0.047780227943854905,0.008477485131177277,0.0674034883253675,0.3122055629754224,0.6324466370030362,0.0509564236942052,0.01322620335787341,0.008022712186903412,0.0016281828824689156,0.035034279698489386,0.05194096720759608,IV-B,0.6324466370030362,IV-B
subject_15_day35,17693,0,0,0,0,0,0,0,0,0,0,8499,0,3,4,0,0,0,0,0,0,0,0,0,0,111,0,0,0,441,0,0,148,0,9,0,0,0,180,0,2139,649,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,0,0,0,0,7,0,0,0,295,0,0,0,0,0,0,12,18,19,0,0,0,98,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,752,0,0,0,0,0,0,0,0,459,976,0,0,0,0,1105,1450,0,0,0,0,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0005540589827870943,0.009494677793586197,0.056831980401296854,0.018774531695862847,0.08902319673076453,0.3256236884990343,0.7013901150080547,0.049756263483312434,0.015635821628583266,0.009586948395084973,0.00182547604373297,0.0419349465030013,0.06413930893992013,IV-B,0.7013901150080547,IV-B
subject_15_day37,10719,0,0,0,0,0,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,12,0,0,0,0,0,0,0,155,189,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,107,0,0,0,0,0,10,0,0,0,2933,0,0,0,0,0,0,5,19,36,0,0,0,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,165,693,0,0,0,0,85,122,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001502728864503733,0.027978899906431202,0.07742229824127236,0.2735869148217421,0.39913065224679134,0.312047708072944,0.7348996307857908,0.09024506507598921,0.023066222541579324,0.01456815999523026,0.002339292710487823,0.10097119197264379,0.17447823687160874,IV-B,0.7348996307857908,IV-B
subject_15_day38,10749,0,0,0,0,0,0,0,0,0,0,5343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,7,0,0,0,0,0,0,0,107,189,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,58,0,0,0,3664,7,0,0,0,0,0,3,15,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,167,554,0,0,0,0,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0017296028695989155,0.03217506871486013,0.07912911801356966,0.35803500879245514,0.49514231055454355,0.2938921733033571,0.6904296182667123,0.09774667285707192,0.023947464127005904,0.015201709835038494,0.002197454611556231,0.11389450374081085,0.20140013465523532,IV-B,0.6904296182667123,IV-B
