sampleID,read_count,"Bacteria,",p_NA,g_Actinobaculum,g_Actinomyces,g_Arcanobacterium,g_Mobiluncus,g_Varibaculum,g_Alloscardovia,g_Bifidobacterium,g_Gardnerella,Gardnerella_vaginalis,f_Corynebacteriaceae,g_Corynebacterium,g_Lawsonella,g_Rhodococcus,o_Micrococcales,g_Brevibacterium,g_Cellulomonas,g_Dermabacter,g_Leifsonia,g_Zimmermannella,g_Micrococcus,g_Rothia,g_Propionibacterium,g_Atopobium,Atopobium_deltae,Atopobium_minutum,Atopobium_parvulum,Atopobium_vaginae,g_Collinsella,g_Olsenella,g_Senegalimassilia,g_Slackia,o_Bacteroidales,g_Bacteroides,f_Porphyromonadaceae,g_Parabacteroides,g_Porphyromonas,g_Alloprevotella,g_Prevotella,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_nigrescens,Prevotella_timonensis,Prevotella_bergensis,Prevotella_corporis,Prevotella_salivae,Prevotella_denticola,Prevotella_histicola,Prevotella_melaninogenica,f_Prevotellaceae,g_Alistipes,g_Mucinivorans,f_Rikenellaceae,g_Bergeyella,c_Chloroplast,g_Mucispirillum,g_Bacillus,g_Gemella,g_Listeria,g_Staphylococcus,o_Lactobacillales,g_Aerococcus,g_Eremococcus,g_Facklamia,g_Globicatella,g_Granulicatella,g_Enterococcus,g_Lactobacillus,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_reuteri,g_Lactococcus,g_Streptococcus,o_Clostridiales,f_Family_XI,g_Anaerococcus,g_Ezakiella,g_Finegoldia,g_Gallicola,g_Helcococcus,g_Murdochiella,g_Parvimonas,g_Peptoniphilus,f_Family_XIII,f_Lachnospiraceae,g_Anaerostipes,g_Blautia,g_Coprococcus,g_Dorea,g_Fusicatenibacter,g_Howardella,g_Johnsonella,g_Lachnoclostridium,g_Lachnospira,g_Moryella,g_Oribacterium,g_Roseburia,g_Peptococcus,f_Peptostreptococcaceae,g_Filifactor,g_Intestinibacter,g_Peptoclostridium,g_Peptostreptococcus,f_Ruminococcaceae,g_Anaerotruncus,g_Butyricicoccus,g_Faecalibacterium,g_Fastidiosipila,g_Oscillibacter,g_Ruminiclostridium,g_Ruminococcus,g_Subdoligranulum,g_Bulleidia,f_Erysipelotrichaceae,g_Solobacterium,f_Veillonellaceae,g_Dialister,g_Megasphaera,g_Negativicoccus,g_Veillonella,g_Fusobacterium,g_Leptotrichia,g_Sneathia,Sneathia_amnii,Sneathia_sanguinegens,g_Bosea,g_Methylobacterium,f_Rhodospirillaceae,c_Betaproteobacteria,g_Parasutterella,g_Sutterella,g_Lautropia,g_Massilia,f_Neisseriaceae,g_Neisseria,g_Desulfovibrio,g_Campylobacter,g_Succinivibrio,f_Enterobacteriaceae,g_Enterobacter,g_Escherichia/Shigella,g_Salmonella,g_Actinobacillus,g_Aggregatibacter,g_Haemophilus,g_Acinetobacter,g_Enhydrobacter,g_Psychrobacter,g_Pseudomonas,g_Jonquetella,g_Mycoplasma,g_Ureaplasma,g_Akkermansia,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
subject_71_day33,27810,0,8,0,0,0,0,0,0,0,77,7705,0,37,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,1024,0,0,98,0,0,0,0,0,3,0,706,3797,0,0,17,0,213,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,35,11,57,0,0,0,0,0,1745,0,0,0,7372,0,0,0,4,0,0,27,13,24,0,0,0,243,11,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,6,25,0,0,0,3,12,0,0,0,370,2544,0,0,0,0,165,66,1157,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,31,0,0.0017869064844835384,0.03098769303933344,0.06520509543200353,0.31876443025586576,0.4813955687866134,0.31994943668929693,0.6967459792177096,0.13674063870124845,0.020786501663207148,0.01365589385208012,0.0020554150291522922,0.11679397883207969,0.1938588114896041,IV-B,0.6967459792177096,IV-B
subject_71_day34,15663,0,0,0,0,0,0,0,0,0,36,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,379,0,0,36,0,0,0,0,0,3,0,1254,5697,22,0,55,0,309,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,293,0,0,0,1539,0,0,0,0,0,0,6,4,4,0,0,0,68,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,33,0,0,0,0,0,0,0,0,976,571,0,0,0,0,404,143,1927,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,31,5,0,0.0006707268909390369,0.011890143460198576,0.02586537397753774,0.09851598678559804,0.14099452219452696,0.16476401961848647,0.2583230415926032,0.06238643436400978,0.009120523628948413,0.005755622894258474,0.0014833436105687312,0.042558808955977474,0.06618483589093961,IV-B,0.2583230415926032,IV-B
subject_71_day35,14623,0,0,0,0,0,0,0,0,0,43,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,592,0,0,78,0,0,0,0,0,0,0,1138,4083,7,0,7,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,328,0,0,0,0,7,0,0,0,1223,270,0,0,0,0,972,379,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.00014748305773823445,0.0030068320038219567,0.011749125194713737,0.008471050843262537,0.02412258361673138,0.13464811889611783,0.1932593648898185,0.0315367834949232,0.004899842736363135,0.0031102690899183234,0.0015417885680715528,0.012584423177652326,0.014839975321232594,IV-B,0.1932593648898185,IV-B
subject_71_day36,6834,0,0,0,0,0,0,0,0,0,24,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,40,0,0,0,0,0,0,0,353,1436,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,515,270,0,0,0,0,686,273,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.00019903138134693532,0.0039425317476765994,0.020298473849559476,0.00562817498625099,0.03180602601094508,0.19561215004402727,0.3234583592331651,0.041712016286284556,0.00705291239362161,0.004587750902497744,0.0017131443525125387,0.01812598420874365,0.02262974452741371,IV-B,0.3234583592331651,IV-B
subject_71_day37,5416,0,0,0,0,0,0,0,0,0,44,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,54,0,0,0,0,0,0,0,77,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,220,191,0,0,0,0,497,251,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039243552171716324,0.007443929457960734,0.04051132476809133,0.016894713646003815,0.06956944788993452,0.3013825655982554,0.6324112680712302,0.0535355521855104,0.012156548332852755,0.007936599244574398,0.0019086653731003938,0.034739498630382504,0.04850160971551195,IV-B,0.6324112680712302,IV-B
subject_71_day38,14622,0,0,0,0,0,0,0,0,0,100,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,817,0,0,53,0,0,0,0,0,0,0,1652,4415,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,25,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,1542,598,0,0,0,0,787,316,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0.00026385658485043856,0.004910602003471251,0.02624616304741919,0.008807411562395026,0.04117767987460982,0.21191541180820836,0.3473531682878895,0.046811354065915294,0.00823574511474195,0.004991811627369818,0.0016976396959000404,0.021546245043390894,0.029727162826226554,IV-B,0.3473531682878895,IV-B
subject_71_day39,11016,0,0,0,0,0,0,0,0,0,126,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,527,0,0,45,0,0,0,0,0,0,0,1234,2808,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,1522,477,0,0,0,0,726,282,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.000294993892953005,0.00552982167316716,0.02863500198445536,0.01176428289252356,0.04736815478703494,0.22791372553929393,0.3804299396006896,0.055145765602950064,0.009026420866961206,0.005302481086007652,0.0019144701542732805,0.02394726026971119,0.03352546157416994,IV-B,0.3804299396006896,IV-B
subject_71_day4,9993,0,0,0,0,0,0,0,0,0,57,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,35,0,0,0,0,0,34,0,950,2446,0,0,13,0,243,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,6,14,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,191,0,0,0,0,4,0,0,0,849,577,0,0,0,0,1117,393,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.00018984228318524754,0.003886168241206433,0.013915590802001372,0.015195142679320487,0.03443170275006067,0.1565916219936848,0.21585833874486202,0.04400098665535895,0.005362854019900948,0.003453969315507382,0.0015364799061619492,0.01574173663623569,0.020245179964808287,IV-B,0.21585833874486202,IV-B
subject_71_day40,12714,0,0,0,0,0,0,0,0,0,767,5490,0,17,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,1261,0,0,59,0,0,0,0,0,0,0,201,699,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,4,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1449,892,0,0,0,0,525,208,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,0,0.0006219396496551329,0.011306964517709944,0.057853521539010695,0.03680655943323698,0.11166752536661102,0.34856150780598844,0.806223538825753,0.06354730568633568,0.016478292067466874,0.010462784809285343,0.0023792595820619163,0.049178314334894634,0.07346564490935871,IV-B,0.806223538825753,IV-B
subject_71_day41,5753,0,0,0,0,0,0,0,0,0,259,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,347,0,0,39,0,0,0,0,0,0,0,156,1593,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,133,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,637,358,0,0,0,0,150,70,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.00043861334079511736,0.00806972461189552,0.040868360239645296,0.024385409143988606,0.07692613827095163,0.2745817819336647,0.5370640374322463,0.05602577936246577,0.012653430777291962,0.007506430865699184,0.0020680576214230197,0.034908850977137224,0.05129286273209369,IV-B,0.5370640374322463,IV-B
subject_71_day42,3296,0,0,0,0,0,0,0,0,0,135,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,20,0,0,0,0,0,0,0,41,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,204,236,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005024650295241508,0.009453966841134927,0.03778930513390315,0.049428052286906485,0.1005156123665193,0.23216031338199078,0.4399611764620626,0.04992998381382477,0.011391877460383792,0.0073495096595946685,0.0019508142262941392,0.03818156576372521,0.05822670290874566,IV-B,0.4399611764620626,IV-B
subject_71_day5,17831,0,0,0,0,0,0,0,0,0,113,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,877,0,0,83,0,0,0,0,0,37,0,1345,3606,0,0,17,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,204,0,0,0,0,0,0,4,3,0,0,0,0,81,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,643,0,0,0,0,4,0,0,0,2234,806,0,0,0,0,2274,889,2672,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.00019421206780910098,0.003928371394517164,0.015580867418905561,0.01228974884183804,0.03308825404918413,0.16308652801314258,0.2408558061194559,0.04798474317783836,0.005889031403497216,0.0036364601859052346,0.0017568032251691309,0.016176195086754042,0.020802716503489412,IV-B,0.2408558061194559,IV-B
subject_71_day6,10828,0,0,0,0,0,0,0,0,0,95,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,56,0,0,0,0,0,5,0,290,2424,0,0,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,182,0,0,0,0,5,0,0,0,738,578,0,0,0,0,1376,541,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003501894355258176,0.006918945274730082,0.029979269716028153,0.027321576352982217,0.06877831000794646,0.24092210948218282,0.442422946672201,0.05668774820921667,0.009466855206913694,0.006207861173398088,0.0016585224932609717,0.030380784684017368,0.04272697284275425,IV-B,0.442422946672201,IV-B
subject_71_day8,13640,0,0,0,0,0,0,0,0,0,617,3855,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,1171,0,0,58,0,0,0,0,0,0,0,301,3689,9,0,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,680,0,0,0,0,0,0,0,0,4,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,3,0,0,0,1304,882,0,0,0,0,168,56,524,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0.0005470258258535602,0.01045603325964268,0.043467576582937505,0.05039760922115447,0.11076057889775305,0.28749142236337344,0.5797052959050771,0.06458264592787794,0.012990934710146408,0.008357757801102098,0.001894355816078242,0.04364037738619833,0.0656530738498515,IV-B,0.5797052959050771,IV-B
subject_71_day9,7093,0,0,0,0,0,0,0,0,0,248,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,17,0,0,0,0,0,0,0,363,3321,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,773,321,0,0,0,0,60,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0002741068810787174,0.005090475419460988,0.019011137551625926,0.025198935590672166,0.048532127253529955,0.12979949283888467,0.19899837719442684,0.03065373726165149,0.006312959033475705,0.003905766846735927,0.0012156412484807604,0.01908049367093897,0.02814961154892561,IV-B,0.19899837719442684,IV-B
subject_80_day11,11712,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962,0,0,0,702,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0033114943051187956,0.01184755101242176,0.0030520122867675435,0.03320886448884626,0.03299248074807363,0.0033630184595256156,0.006896006826092719,0.0047389970684613755,0.0011226253569883696,0.0007761019767566901,7.267490335827499e-05,0.007104568455387362,0.013816108327274468,III-A,0.03320886448884626,III
subject_80_day12,6468,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4462,0,0,0,1853,0,0,0,0,0,0,3,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0.0037557107811952706,0.02583398795640845,0.018483298397400264,0.23180341619452186,0.22882863263545716,0.023063481647044907,0.04809623062009781,0.034709319471437086,0.007053103637737029,0.004755239938021961,0.0004736164228240553,0.04927970290867986,0.0881668983534227,III-A,0.23180341619452186,III
subject_80_day13,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,2195,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0.0036757234745678656,0.04182767059953151,0.03940187526290171,0.6337321081457488,0.6375907515190343,0.05177766348696794,0.11094960503741107,0.07982066099720757,0.014844716622868142,0.009897595443178949,0.0008376282898437681,0.10974420566749438,0.20530845175090345,III-B,0.6375907515190343,III
subject_80_day14,20777,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9097,0,0,51,11204,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,323,0,0.003715348897304147,0.04092337062721881,0.03984509303850528,0.5983625594934959,0.6030121200236636,0.04985948188349567,0.10685249332718358,0.0767652016754661,0.014333215530029853,0.0096085319830072,0.0008082687527531402,0.10574085936408083,0.19713347370023349,III-B,0.6030121200236636,III
subject_80_day15,14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3029,0,0,0,11837,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.003122558487700246,0.04556824031281882,0.04662158636296796,0.9286070772114,0.8315079059930814,0.056803592711325124,0.12268350479897314,0.08323637032594632,0.017549583896958282,0.0116941118375244,0.0009417744608761549,0.12684446205460975,0.2447523113750715,III-A,0.9286070772114,III
subject_80_day17,13711,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9377,0,0,0,4182,0,0,0,0,0,0,12,0,30,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0.0037767580049571817,0.026773594927454212,0.019574418911644215,0.24992797825688087,0.24603306673944514,0.024500359734974737,0.05114032437467818,0.03676057657473858,0.007460974096988163,0.005011603562632161,0.0004690916400488075,0.0519610840917307,0.09398970003564014,III-A,0.24992797825688087,III
subject_80_day18,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,0,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037822101820761344,0.03896406884520776,0.035151354082585434,0.5378570296061156,0.5379416713040576,0.04577057704620435,0.0976546671546257,0.06989444855640281,0.013241733540413306,0.008872392701268505,0.0007250790730955866,0.09706827301063209,0.18045323176629616,III-B,0.5379416713040576,III
subject_80_day19,5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911,0,0,40,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0038244582490591927,0.0361946340944843,0.03672889981601269,0.45151560405442803,0.4532588199152521,0.04056972374301632,0.08612511124981977,0.062067059972232067,0.011879212006164897,0.008042217951610177,0.0006952336639240486,0.085610344568071,0.15816970985194145,III-B,0.4532588199152521,III
subject_80_day20,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4381,0,0,0,2090,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0.0037946110270870364,0.027703348532032778,0.02067478832196167,0.2678247181577865,0.26354711243280077,0.02596178248610751,0.05427016892257187,0.03875779843511093,0.007845081181194308,0.005267831832273415,0.00044552709637816535,0.05470848916946792,0.09982981282446383,III-A,0.2678247181577865,III
subject_80_day23,10876,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10722,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,105,0,0.003169912817773358,0.009167984012009205,0.00036023720277815946,0.00176726154805089,0.004637723459156475,0.0002647278585006688,0.0005755848009297449,0.0004561809121698862,8.270031662131932e-05,8.668127179564021e-05,2.5959839624954283e-05,0.000562053690034368,0.0018847039452442706,I-B,0.009167984012009205,I
subject_80_day28,6024,0,0,0,0,0,0,0,0,0,0,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,1328,0,0,0,4545,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0.0031897784535553516,0.04581598123046572,0.04723446083460375,0.9035099211791604,0.8351274960904073,0.06007384000307927,0.12964112489899915,0.08622977525910545,0.017723304091753704,0.011777017759501535,0.0010128303637857554,0.1283539169693974,0.24664553663714106,III-A,0.9035099211791604,III
