"sampleID","read_count","g_Acidaminococcus","g_Acinetobacter","g_Actinobaculum","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Aeromonas","g_Agrobacterium","g_Alistipes","g_Alloiococcus","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anoxybacillus","g_Aquabacterium","g_Arcanobacterium","g_Arthrobacter","Atopobium_deltae","Atopobium_minutum","g_Bacillus","g_Bacteroides","g_Barnesiella","g_Bifidobacterium","g_Bilophila","g_Blautia","g_Bradyrhizobium","g_Brevibacterium","g_Bulleidia","g_Burkholderia","g_Butyricimonas","g_Campylobacter","g_Capnocytophaga","g_Cardiobacterium","g_Catonella","g_Chlamydia","g_Chryseobacterium","g_Citrobacter","g_Cloacibacterium","BVAB2","BVAB1","g_Clostridioides","g_Clostridium","g_Collinsella","g_Comamonas","g_Corynebacterium","g_Criibacterium","g_Cronobacter","g_Curtobacterium","g_Cutibacterium","g_Dakarella","g_Delftia","g_Dermabacter","g_Desulfovibrio","g_Dialister","g_Dorea","g_Eggerthella","g_Eggerthia","g_Eikenella","g_Enterobacter","g_Enterococcus","g_Eremococcus","g_Erwinia","g_Erysipelatoclostridium","g_Escherichia","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Fannyhessea","g_Fenollaria","g_Filifactor","g_Finegoldia","g_Fusobacterium","Gardnerella_vaginalis","g_Gemella","g_Geobacillus","g_Gleimia","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Hafnia","g_Herbaspirillum","g_Janibacter","g_Janthinobacterium","g_Jonquetella","g_Klebsiella","g_Lachnoanaerobaculum","g_Lachnoclostridium","g_Lachnospira","g_Lactiplantibacillus","Lactobacillus_acidophilus","Lactobacillus_amylovorus","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_curvatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_helveticus","Lactobacillus_iners","Lactobacillus_jensenii","Lactobacillus_johnsonii","Lactobacillus_kefiranofaciens","Lactobacillus_kitasatonis","Lactobacillus_mucosae","Lactobacillus_mulieris","Lactobacillus_reuteri","Lactobacillus_rhamnosus","Lactobacillus_ruminis","Lactobacillus_vaginalis","g_Lactococcus","g_Lancefieldella","g_Leptotrichia","g_Leuconostoc","g_Ligilactobacillus","g_Limosilactobacillus","g_Listeria","g_Mageeibacillus","g_Massilia","g_Megasphaera","g_Methylobacterium","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moraxella","g_Morganella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Odoribacter","g_Olegusella","g_Oligella","g_Olsenella","g_Pantoea","g_Parabacteroides","g_Paraburkholderia","g_Paracoccus","g_Parvimonas","g_Pauljensenia","g_Pectobacterium","g_Pediococcus","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phocaeicola","g_Photobacterium","g_Porphyromonas","Prevotella_amnii","Prevotella_baroniae","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccae","Prevotella_buccalis","Prevotella_colorans","Prevotella_copri","Prevotella_corporis","Prevotella_dentalis","Prevotella_denticola","Prevotella_disiens","Prevotella_histicola","Prevotella_intermedia","Prevotella_lascolaii","Prevotella_loescheii","Prevotella_marshii","Prevotella_melaninogenica","Prevotella_micans","Prevotella_nigrescens","Prevotella_oralis","Prevotella_oris","Prevotella_pleuritidis","Prevotella_ruminicola","Prevotella_shahii","Prevotella_stercorea","Prevotella_timonensis","Prevotella_veroralis","g_Propionimicrobium","g_Pseudoflavonifractor","g_Pseudoglutamicibacter","g_Pseudomonas","g_Psychrobacter","g_Rahnella","g_Ralstonia","g_Raoultella","g_Rhodococcus","g_Roseburia","g_Rothia","g_Ruminococcus","g_Sanguibacter","g_Schaalia","g_Serratia","g_Shigella","g_Slackia","Sneathia_amnii","Sneathia_sanguinegens","g_Solobacterium","g_Sphingobium","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Sutterella","g_Tannerella","g_Treponema","g_Trueperella","g_Ureaplasma","g_Urinicoccus","g_Vaginella","g_Varibaculum","g_Variovorax","g_Veillonella","g_Weissella","g_Winkia","g_Xanthomonas","g_Eubacterium","I.A_sim","I.B_sim","II_sim","III.A_sim","III.B_sim","IV.A_sim","IV.B_sim","IV.C0_sim","IV.C1_sim","IV.C2_sim","IV.C3_sim","IV.C4_sim","V_sim","subCST","score","CST"
"subject_34_day_10",1694588,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,1470,0,0,0,0,0,0,0,0,0,0,320,0,0,0,1384,0,0,0,0,0,0,181,0,0,3106,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,1664320,0,0,0,135,0,0,1475,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1963,0,6862,0,0,0,0,0,0,0,17,0,0,0,388,0,0,0.999146372315557,0.900280460022496,0.00427339425982177,0.0016106033445508,0.097787585540284,0.0012779922394679,0.00978317074357883,0.0406017655824199,0.00819072734796504,0.026536200851328,0.00289739864812741,0.00721069586491878,0.0259426749081969,"I-A",0.999146372315557,"I"
"subject_34_day_9",2057699,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,28,0,23,0,0,18,0,0,0,0,0,1104,0,0,0,902,0,0,0,0,0,0,361,0,0,3217,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,9207,0,0,2028741,0,0,0,103,0,0,1504,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,23,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,417,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1340,0,7023,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0.99896173992356,0.89830545544062,0.0042607213274417,0.00160729594285638,0.0976029663726534,0.00127329644845739,0.00975075446050658,0.0404264335543096,0.00785988935300677,0.0266233102269654,0.00281895123020518,0.00696018611884303,0.0258934873599358,"I-A",0.99896173992356,"I"
"subject_34_day_14",960189,0,28,0,44,0,0,0,19,0,0,0,0,217,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,195,0,107,0,0,39,0,0,0,0,0,146,0,0,0,1445,0,0,0,0,0,0,1044,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5896,0,0,925963,0,0,0,21,0,0,897,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005,0,0,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,23,0,0,17,0,0,0,490,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,6308,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,179,576,22,5728,0,0,0,0,0,0,0,0,0,37,0,682,0,0,0.999604020538482,0.909415479234821,0.00434356394179096,0.00162144299248247,0.0986391334425303,0.00130656081112307,0.00994489759449665,0.0415798491599139,0.0092201789243936,0.0268019693480067,0.00311119639986561,0.00717679528181854,0.0261848433791737,"I-A",0.999604020538482,"I"
"subject_34_day_17",1440622,0,333,87,861,0,0,0,57,2595,0,647,57,2207,0,0,0,63,0,0,123,60,11868,0,178,1107,768,27,28,0,0,25,25972,535,109,91,0,0,0,58,0,49,0,0,0,16,20320,21,0,0,37230,0,246,107,0,11783,708,0,0,398,0,625,0,0,0,3423,15466,99,11248,0,47742,82,19673,1734,0,96549,0,0,0,219,74246,0,0,0,0,0,0,76,0,185,0,0,2163,0,0,488448,0,0,0,0,0,0,360,0,442,0,0,0,0,0,0,0,0,109,19,0,82,0,0,6351,28,16,16879,216,0,426,0,144,0,284,23179,1437,246,0,60,0,166,0,22,54,25,0,0,191,10565,1145,8099,0,26187,169,0,1126,42263,0,3750,14824,13726,72680,0,142,74598,172,309,0,69,19,1620,0,336,82,1063,469,0,686,0,83241,164,84,39,0,7170,0,0,432,0,17,4452,1036,1819,0,530,0,467,172,0,0,27,480,10694,69,103973,2551,535,317,0,0,55,0,535,0,4717,0,10475,142,883,0.442847177473605,0.587096060564766,0.00806114986819924,0.00170149419926791,0.0898110016883372,0.0085356977835657,0.0251905344487209,0.148269522860523,0.0997832198963378,0.029718271147198,0.023150643231222,0.0305184144771447,0.025976222331658,"I-B",0.587096060564766,"I"
"subject_34_day_29",809373,0,0,0,22,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,323,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,0,796385,0,0,0,34,0,0,732,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,81,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,52,0,0,0,63,0,0,0,0,0,0,0,0,0,48,134,15,1578,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0.999062895575712,0.899292331740042,0.00424855825465307,0.00160209438528556,0.0976643574992381,0.00126728950171814,0.0097442521900143,0.0404165799811996,0.00714133051235479,0.0263189370191725,0.00266551192558957,0.00668055187811025,0.0259160549646052,"I-A",0.999062895575712,"I"
"subject_34_day_11",954987,0,0,284,239,0,21,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,139,0,59,0,0,253,0,0,0,0,0,19303,0,0,0,1285,0,0,0,0,0,0,2432,29,0,88642,0,0,0,79,6180,0,0,0,0,0,0,0,0,0,0,0,3717,0,0,495417,0,0,0,0,0,0,609,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,175,30,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1108,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,416,0,0,1099,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12001,0,267590,0,0,0,0,0,0,0,109,0,4617,0,44885,0,0,0.637495223996718,0.7426373132854,0.00989178245681887,0.00276893317665997,0.102360999093972,0.00372665912061288,0.0182224844056407,0.104910263364397,0.314461036131104,0.0588706254012168,0.0527512560678575,0.0491997509300789,0.026910942873081,"I-B",0.7426373132854,"I"
"subject_34_day_13",1319538,0,17,0,26,0,0,0,17,0,0,0,0,61,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,219,0,61,0,0,90,0,0,0,0,0,294,0,0,0,903,0,0,0,0,0,0,523,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,1290886,0,0,0,37,0,0,994,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,17,0,0,15,0,0,0,536,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2499,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,122,330,27,10191,0,0,0,0,0,0,0,0,0,60,0,581,0,0,0.999295438130256,0.902343881341776,0.00432626966958782,0.00162244783843648,0.0980283108219989,0.00128608744871622,0.00983630438844913,0.0410239925952814,0.00997384028292977,0.0266748055661055,0.00323178535341111,0.00705583299760018,0.0260033770157289,"I-A",0.999295438130256,"I"
"subject_34_day_28",885235,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,56,0,24,0,0,0,0,0,0,0,0,23,0,0,0,1349,0,0,0,0,0,0,161,27,52,544,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,4657,0,0,868394,0,0,0,101,76,0,670,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,27,0,0,0,180,0,0,0,0,0,0,0,0,0,52,143,0,5126,0,0,0,0,0,0,0,24,0,142,0,451,0,0,0.999194051447839,0.900922145746579,0.0043015740942459,0.00165885140834733,0.0979178239534089,0.00129166694323942,0.00982333071276247,0.0407604360415203,0.00901657293402879,0.0264841716581402,0.0030333299334871,0.0069079062971637,0.0259816962451954,"I-A",0.999194051447839,"I"
"subject_164_day_18",565896,0,0,211,63,0,1663,0,0,0,0,0,0,2479,0,0,0,0,715,100,459,0,97,0,127,0,0,0,0,0,0,0,552,0,0,0,4097,0,0,0,0,0,0,0,0,0,16523,0,0,0,857,0,63,175,0,682,0,0,0,0,0,0,223,0,0,2050,562,607,335,42,543,0,6720,121,580,640,0,516,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,427922,5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13147,0,0,30,0,0,0,0,0,0,0,1857,0,36,0,0,0,0,0,0,0,0,0,0,0,7330,0,0,0,1035,0,0,238,794,0,2916,39,0,275,0,0,14150,0,0,0,0,0,88,0,0,0,0,0,0,0,0,6777,0,290,0,990,14944,0,0,0,0,0,0,423,66,0,166,0,0,88,0,106,0,103,6261,39,13917,0,0,0,465,652,85,0,924,0,157,0,522,0,85,0.00249515199816659,0.0457466952513334,0.0498043501176543,0.961825488417171,0.905841540437326,0.0626175812831567,0.135937991266977,0.0999418348992348,0.035927119890868,0.0138334892507706,0.00529642868522961,0.146822694931077,0.270228390479915,"III-A",0.961825488417171,"III"
"subject_34_day_16",1093118,0,251,0,576,0,0,0,65,0,0,562,0,678,0,0,0,0,0,0,0,83,0,0,0,0,0,35,0,0,0,0,4092,239,28,31,0,31,0,178,0,0,0,0,0,0,3915,0,0,0,8100,0,237,0,0,102,0,0,0,65,0,22,0,0,0,2269,194,59,63,0,132,39,3611,4046,0,2169,0,0,0,365,29245,0,0,0,0,0,0,160,0,0,0,0,4448,0,0,922147,0,0,0,28,0,0,701,0,847,0,0,0,0,0,0,0,0,49,0,0,0,0,0,9920,41,14,4349,0,0,372,0,39,0,53,23594,0,0,0,0,0,0,0,0,31,0,0,0,0,1741,39,0,0,3595,0,0,0,549,0,320,86,97,343,0,86,147,796,486,0,31,0,5610,0,619,0,830,170,0,2176,0,614,284,0,0,0,10556,0,0,462,0,0,0,1334,0,0,161,0,0,0,0,0,63,519,3949,62,23066,18,157,124,0,0,0,0,216,0,4019,0,1519,0,0,0.981470860069607,0.960602077113833,0.00481856422875629,0.00170486128544201,0.104078847631814,0.00156268329748547,0.0112017553419527,0.049029290951323,0.0194230420291596,0.0286417101540629,0.00558862344970533,0.0104486367410358,0.0277295905486392,"I-A",0.981470860069607,"I"
"subject_34_day_23",913593,0,23,298,199,0,37,0,0,0,0,16,0,892,0,0,0,0,0,0,104,21,0,0,0,0,27,0,32,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,327,0,21,158,0,100,0,0,0,0,0,1432,0,0,0,900,0,43,24,0,0,0,10657,97,0,226,0,0,0,52,387,0,0,0,0,0,0,0,0,0,0,0,3974,0,0,820010,0,0,0,24,0,0,672,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,0,0,501,16,0,0,0,0,0,157,126,0,17,0,0,0,0,0,0,0,0,0,0,0,5306,2289,0,0,37,0,0,0,2171,0,122,45,226,76,0,0,1793,0,0,0,0,0,76,0,0,0,13,0,0,58,0,808,0,452,0,0,2890,0,0,53,0,0,0,234,19,0,195,0,0,0,0,0,0,45,3539,15,2854,0,0,0,0,0,0,0,2317,0,632,0,40071,0,0,0.993111594887474,0.938986508489153,0.00460764248424323,0.00165399197140156,0.101552679578122,0.00150415906831981,0.0106737336102355,0.0456476089313273,0.00833330187419566,0.0282008361288266,0.00321530116226519,0.00899952726238345,0.0270970853878972,"I-A",0.993111594887474,"I"
"subject_34_day_32",385973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,87,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4104,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4738,0,0,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,3689,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,236,136,0,354965,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0.00901119620428873,0.0155244250796532,0.0118653115107246,0.00331834653887464,0.017327618094021,0.00214368337656988,0.00837957938775441,0.066500679835641,0.910026333529736,0.0320785152896732,0.104865915960639,0.0570716755230581,0.0029871115396485,"IV-C1",0.910026333529736,"IV-C"
"subject_34_day_25",1572806,0,82,136,2083,0,70,0,0,0,0,132,245,332,0,0,0,0,0,0,0,14,34,0,42,0,75,0,21,0,0,0,132,117,24,26,0,0,0,0,0,0,0,0,0,25,2708,0,0,0,2032,0,47,0,0,66,34,0,0,29,0,888,0,0,0,961,26,47,165,0,37,22,2762,2525,0,22458,0,0,0,57,28876,0,0,0,0,0,0,232,0,0,0,0,5258,0,0,1249909,0,0,0,86,0,0,929,0,1243,0,0,0,0,0,0,0,58,141,0,0,34,0,0,1040,76,0,1017,0,0,82,0,0,0,0,4706,0,0,0,0,0,0,0,0,0,14,0,0,0,564,94,61,0,1506,0,0,0,169,0,57,70,851,83,0,91,87,888,115,0,21,0,4333,0,225,0,340,24,0,1052,0,181,347,244,0,0,1245,0,0,29,0,0,117,2952,59,74,379,0,0,0,0,0,38,51,7549,0,182997,21,34,50,0,0,0,0,756,0,11496,0,21297,18,88,0.948813979496196,0.95778072697586,0.00624456414817764,0.0020699046100993,0.106802894035682,0.00188992178173578,0.0126332294927336,0.0597728121417025,0.084796346979612,0.0328420875381078,0.0176236104716743,0.0183968330289566,0.02821751074099,"I-B",0.95778072697586,"I"
"subject_34_day_26",1062876,0,0,17,597,0,0,0,0,0,0,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,409,0,0,0,0,0,0,0,0,0,0,118,0,0,0,662,0,0,0,0,0,0,424,137,0,1679,0,0,0,0,629,0,0,0,0,0,0,24,0,0,0,0,4514,0,0,1023809,0,0,0,86,0,0,723,0,1045,0,0,0,0,0,0,0,14,0,0,0,0,0,0,129,22,0,368,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,78,0,0,0,0,0,0,0,14,24,0,17,22,66,35,0,0,0,215,0,37,0,92,0,0,45,0,32,42,28,0,0,162,0,0,0,0,0,0,547,0,0,46,0,0,0,0,0,0,0,649,0,19970,0,0,0,0,0,0,0,213,0,993,0,3113,0,15,0.999391948804888,0.9100156061221,0.00448419530717052,0.00166304830796603,0.0989040729666414,0.0013289993969711,0.0100489423290945,0.0423543335638655,0.01565010053256,0.0271471659604917,0.00435680517968825,0.00788779099480716,0.0262187674285807,"I-A",0.999391948804888,"I"
"subject_34_day_20",1643417,0,0,0,0,0,0,0,0,0,0,0,23,40,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,15,0,0,93,0,0,0,0,0,84,0,0,0,939,0,0,0,0,0,0,161,0,0,5589,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,7902,0,0,1602854,0,0,0,105,0,0,1259,0,1572,0,0,0,0,0,0,0,0,0,0,0,12,0,0,268,0,0,15283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,0,0,0,0,0,0,26,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,153,0,5826,0,0,0,0,0,0,0,0,0,12,0,352,0,0,0.999354822711288,0.903709733160245,0.00427877746584891,0.00160857364935299,0.0980809090420784,0.00129128482953817,0.00984370775280282,0.040831879119001,0.00799231708208587,0.0268754765846642,0.00285558933212638,0.00678722597046077,0.0260263644584344,"I-A",0.999354822711288,"I"
"subject_34_day_24",928568,0,16,145,76,0,57,0,0,0,0,0,0,450,0,0,0,0,0,0,48,15,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,57,0,31,34,0,75,0,0,0,0,0,877,0,0,0,891,0,0,0,0,0,0,7896,22,0,116,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,4209,0,0,879032,0,0,0,41,0,0,691,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,303,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611,960,0,0,19,0,0,0,882,0,52,0,82,23,0,0,930,0,0,0,0,0,22,0,0,0,0,0,0,14,0,376,0,176,0,0,2005,0,0,55,0,0,0,70,14,0,95,0,0,0,0,0,0,65,1547,0,1893,0,0,0,0,0,15,0,776,0,360,0,15614,0,0,0.99925191488587,0.918193256890226,0.00443858138814947,0.00163247512066459,0.0994598563471415,0.0013864201783666,0.0101726421879677,0.0427960014118433,0.00746381605165099,0.0272554356834322,0.00287839032522816,0.00758345789842676,0.0264667793785069,"I-A",0.99925191488587,"I"
"subject_34_day_18",886808,0,0,166,139,0,0,0,0,0,0,0,204,538,0,0,0,0,0,0,0,0,28,0,571,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,444,0,0,0,0,527,0,0,0,113,0,5450,0,0,0,25313,135,0,34,0,435,0,1626,0,0,136907,0,0,0,53,34631,0,0,0,0,0,0,0,0,0,0,0,2087,0,0,461715,0,0,0,0,0,0,356,0,407,0,0,0,0,0,0,0,0,0,0,0,45,0,0,524,0,0,415,17,0,0,0,0,0,0,7643,0,51,0,0,0,0,0,0,0,0,0,0,22,552,4625,0,0,107,0,0,0,4149,0,56,193,34,613,0,0,2418,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1363,0,291,0,0,579,0,0,23,0,0,0,34,0,0,46,0,357,0,0,0,26,34,6023,0,152960,20,0,0,0,0,0,0,54,0,2210,0,28057,0,0,0.667619310332008,0.791967002809866,0.00808847450785535,0.00230416795398545,0.104029006098881,0.00425566135549457,0.0189647958753071,0.0946916712614062,0.188122813595061,0.0414790340692413,0.0359019504601626,0.0341598863466384,0.0277778620490434,"I-B",0.791967002809866,"I"
"subject_34_day_15",1499543,0,50,0,0,0,0,0,51,0,0,0,0,83,0,0,0,0,0,0,0,123,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,120,0,248,0,0,14,0,0,0,0,0,0,0,0,0,2092,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7322,0,0,1458969,0,0,0,42,0,0,1123,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12126,0,18,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,107,0,0,0,0,12375,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,507,437,57,167,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0.999403741100457,0.904826918068402,0.00424482342754564,0.00159738614906144,0.0981227454535538,0.00127286189815884,0.00980837393749275,0.0407345251329601,0.00628164273261905,0.0263762452176064,0.00250713141597561,0.00667628439924603,0.0260495583226562,"I-A",0.999403741100457,"I"
"subject_34_day_7",682462,0,0,29,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,268,0,31,0,0,0,0,0,0,0,0,1788,0,0,0,2106,0,0,0,0,0,0,369,0,0,69303,0,0,0,0,3938,0,0,0,0,0,0,0,0,0,0,0,2387,0,0,447971,0,0,0,0,0,0,340,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,53,0,0,1270,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37065,0,105975,0,0,0,0,0,0,0,78,0,506,0,6359,0,0,0.830461849924212,0.914178330685505,0.00739481318163126,0.00236230464339572,0.108614408303587,0.00299129846971069,0.0157571112095047,0.0761911247406389,0.139506216004512,0.0395561776933551,0.0290672854480316,0.061511892837638,0.0287511418766097,"I-B",0.914178330685505,"I"
"subject_34_day_27",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997986054972997,0.890806234806954,0.0041931207982288,0.00159183827461929,0.0968888814177382,0.00124357336273221,0.00960358146681611,0.0396295956031197,0.00615788604667899,0.0260880253387723,0.002453864570181,0.00644497651882607,0.0257021024767253,"I-A",0.997986054972997,"I"
